HHID,Home,Urb,Comp,Child,Day,SEC,NumCars,FEV,PHEV,EV,Age,Driver,Gender,Wstat,pAge,pDriver,pGender,pWstat
149245,5709,3,0,0,0,0,2,false,false,false,2,true,0,0,NA,NA,NA,NA
149243,5703,3,0,0,0,0,1,false,false,false,2,true,0,0,NA,NA,NA,NA
149246,5709,3,0,0,0,1,0,false,false,false,2,false,0,0,NA,NA,NA,NA
149247,5703,3,0,0,0,1,0,false,false,false,2,true,0,0,NA,NA,NA,NA
149248,5709,3,0,0,0,1,1,false,false,false,2,true,0,0,NA,NA,NA,NA
149250,5709,3,0,0,0,3,1,false,false,false,2,true,0,0,NA,NA,NA,NA
149249,5709,3,0,0,0,2,1,false,false,false,2,true,0,0,NA,NA,NA,NA
149251,5703,3,0,0,0,3,2,false,false,false,2,true,0,0,NA,NA,NA,NA
149252,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149254,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149255,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149253,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149257,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149256,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149258,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149259,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149260,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149261,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149263,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149264,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149262,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149265,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149266,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149267,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149268,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149269,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149270,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149272,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149271,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149273,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149274,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149275,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149276,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149277,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149278,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149279,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149280,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149281,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149282,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149283,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149285,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149284,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149286,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149287,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149288,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149290,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149289,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149291,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149292,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149293,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149294,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149295,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149296,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149297,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149299,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149298,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149301,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149300,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149303,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149304,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149302,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149306,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149305,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149309,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149307,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149308,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149311,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149310,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149312,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149313,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149315,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149314,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149316,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149317,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149318,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149319,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149321,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149320,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149322,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149323,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149326,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149324,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149325,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149328,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149327,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149329,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149331,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149330,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149333,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149334,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149332,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149336,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149335,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149337,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149340,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149338,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149339,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149341,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149343,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149344,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149342,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149345,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149347,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149346,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149350,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149348,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149349,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149351,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149352,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149353,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149355,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149354,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149358,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149356,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149357,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149360,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149359,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149361,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149364,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149363,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149362,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149365,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149366,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149369,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149368,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149367,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149371,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149370,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149372,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149373,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149376,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149374,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149375,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149377,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149380,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149379,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149378,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149382,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149383,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149381,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149384,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149386,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149385,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149388,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149387,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149389,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149391,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149392,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149393,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149390,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149394,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149396,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149395,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149397,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149398,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149399,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149400,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149401,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149402,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149405,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149404,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149403,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149408,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149406,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149407,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149409,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149411,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149410,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149412,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149413,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149414,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149415,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149417,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149418,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149416,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149419,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149420,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149423,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149421,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149422,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149425,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149426,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149424,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149428,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149427,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149429,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149430,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149431,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149432,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149434,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149435,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149436,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149437,5703,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149433,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149438,5709,3,0,0,0,0,0,false,false,false,3,false,0,0,NA,NA,NA,NA
149439,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149441,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149443,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149440,5703,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149442,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149445,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149444,5703,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149447,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149448,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149446,5703,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149449,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149451,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149450,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149452,5703,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149453,5703,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149454,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149455,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149458,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149456,5703,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149457,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149459,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149460,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149461,5703,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149464,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149463,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149462,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149466,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149465,5703,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149468,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149469,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149467,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149471,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149470,5709,3,0,0,0,0,0,false,false,false,3,true,0,0,NA,NA,NA,NA
149472,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149474,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149473,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149476,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149477,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149475,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149479,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149480,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149478,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149482,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149481,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149483,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149484,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149485,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149488,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149487,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149486,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149490,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149489,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149491,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149492,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149494,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149493,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149495,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149497,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149496,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149498,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149500,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149499,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149501,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149502,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149503,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149504,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149506,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149505,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149508,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149507,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149509,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149510,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149512,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149511,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149513,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149514,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149516,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149515,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149518,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149517,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149519,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149521,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149520,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149523,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149522,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149524,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149525,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149526,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149528,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149527,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149529,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149530,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149531,5709,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
149532,5703,3,0,0,0,0,1,false,false,false,3,true,0,0,NA,NA,NA,NA
